userId,movieId,rating,timestamp
1,2916,4.0,964982290.0
1,2949,5.0,964981888.0
1,2093,3.0,964981710.0
1,648,3.0,964982563.0
1,2450,4.0,964982620.0
1,3489,4.0,964981775.0
1,3,4.0,964981247.0
1,1025,5.0,964982791.0
1,2353,5.0,964983861.0
1,2094,5.0,964982653.0
1,2387,5.0,964983123.0
1,1617,5.0,964982951.0
1,1552,4.0,964982620.0
1,1967,4.0,964981710.0
1,1278,5.0,964983414.0
1,3062,4.0,964981872.0
1,1213,5.0,964982951.0
1,3448,5.0,964984054.0
1,3386,5.0,964983484.0
1,2028,4.0,964981888.0
1,5060,5.0,964984002.0
1,356,4.0,964980962.0
1,2944,5.0,964981872.0
1,1206,5.0,964983737.0
1,1644,3.0,964983536.0
1,235,4.0,964980908.0
1,1377,3.0,964982653.0
1,2700,5.0,964980985.0
1,1587,5.0,964982346.0
2,8798,3.5,1445714960.0
2,1704,4.5,1445715228.0
2,112552,4.0,1445714882.0
2,3578,4.0,1445714885.0
2,109487,3.0,1445715145.0
2,114060,2.0,1445715276.0
2,89774,5.0,1445715189.0
2,131724,5.0,1445714851.0
2,91658,2.5,1445714938.0
2,48516,4.0,1445715064.0
2,68157,4.5,1445715154.0
2,79132,4.0,1445714841.0
2,91529,3.5,1445714891.0
2,46970,4.0,1445715013.0
3,1275,3.5,1306463323.0
3,527,0.5,1306464275.0
3,70946,5.0,1306463815.0
3,2851,5.0,1306463925.0
3,647,0.5,1306463619.0
3,5746,5.0,1306463708.0
3,7991,5.0,1306463684.0
3,688,0.5,1306464228.0
3,7899,4.5,1306464036.0
3,3210,0.5,1306463638.0
3,5919,5.0,1306463825.0
3,1272,0.5,1306463624.0
3,3024,4.5,1306464054.0
3,2105,2.0,1306463559.0
3,2424,0.5,1306464293.0
3,1093,0.5,1306463627.0
3,1587,4.5,1306464003.0
3,5181,5.0,1306463718.0
3,72378,0.5,1306464164.0
4,106,4.0,986848784.0
4,368,4.0,945078690.0
4,2763,1.0,964778621.0
4,4347,4.0,1007569586.0
4,2712,2.0,945078542.0
4,52,3.0,964622786.0
4,475,5.0,945174290.0
4,4260,2.0,1007569424.0
4,2921,4.0,945078708.0
4,3365,5.0,964538329.0
4,2874,4.0,986935016.0
4,1895,4.0,945629179.0
4,171,3.0,945078428.0
4,1057,3.0,964540578.0
4,2109,4.0,986935016.0
4,4029,3.0,986849226.0
4,3508,5.0,964538351.0
4,21,3.0,986935199.0
4,4033,4.0,986849149.0
4,3079,3.0,964778197.0
4,1094,3.0,964538500.0
4,3175,1.0,964538930.0
4,1073,4.0,945079483.0
4,708,4.0,986935230.0
4,2406,4.0,986935302.0
4,595,3.0,986848609.0
4,2019,2.0,945078690.0
4,345,4.0,945629063.0
4,3044,5.0,945079920.0
4,2959,2.0,945078528.0
4,1211,1.0,964539205.0
4,593,5.0,964539986.0
4,3788,3.0,964539085.0
4,892,4.0,964622714.0
4,1304,3.0,945078467.0
4,3083,5.0,964622487.0
4,648,3.0,945079906.0
4,2628,1.0,986848894.0
4,4121,4.0,986934901.0
4,47,2.0,945173425.0
4,1719,4.0,945079956.0
4,910,5.0,945173989.0
4,2282,1.0,945629238.0
4,4034,5.0,986848753.0
4,3176,4.0,964539771.0
4,4226,2.0,1007569424.0
4,899,4.0,945079653.0
4,1203,5.0,945174025.0
4,509,1.0,945079106.0
4,125,5.0,964622758.0
4,1860,2.0,986849001.0
4,1283,5.0,945078690.0
4,1219,4.0,964539961.0
4,4021,4.0,986849180.0
4,4074,3.0,986848665.0
4,1279,2.0,986934832.0
4,126,1.0,986848920.0
4,215,5.0,945079078.0
4,937,3.0,986849085.0
4,3911,3.0,986849149.0
4,2203,4.0,945079729.0
4,247,3.0,986848894.0
4,3160,4.0,964539121.0
4,1136,5.0,986934625.0
4,4014,1.0,986849254.0
4,2324,1.0,964622590.0
4,4902,4.0,1007569465.0
4,4144,3.0,986848685.0
4,1060,2.0,986934819.0
4,912,5.0,945173902.0
4,1733,5.0,945079143.0
4,902,4.0,945078446.0
4,3386,4.0,964539395.0
4,4881,3.0,1007569445.0
4,3204,4.0,964539828.0
4,930,5.0,964538571.0
4,898,5.0,964623347.0
4,1266,4.0,986849037.0
4,319,5.0,945079182.0
4,920,5.0,945173602.0
4,2997,4.0,986848610.0
4,4381,3.0,1007574509.0
4,3996,4.0,986849130.0
4,2174,5.0,964539855.0
4,553,2.0,945079301.0
4,2926,5.0,986934870.0
4,4252,3.0,1007569465.0
4,32,2.0,945173447.0
4,908,5.0,945173902.0
4,2762,4.0,964539986.0
4,2186,5.0,945174008.0
4,2770,2.0,945173553.0
4,1641,4.0,964622758.0
4,1517,4.0,945079790.0
4,1914,4.0,964622714.0
4,1265,4.0,964622684.0
4,4246,4.0,1007574542.0
4,1183,1.0,964778513.0
4,1967,5.0,945078967.0
4,4967,5.0,1007569424.0
4,296,1.0,945173350.0
4,4002,3.0,986934819.0
4,1103,5.0,964539723.0
4,1732,4.0,945079889.0
4,222,1.0,945629040.0
4,1288,4.0,945079653.0
4,3538,2.0,986849212.0
4,1617,2.0,945079837.0
5,1,4.0,847434962.0
5,474,4.0,847435337.0
5,597,3.0,847434962.0
5,50,4.0,847434881.0
5,247,5.0,847435337.0
5,527,5.0,847434960.0
5,21,4.0,847435238.0
5,594,5.0,847435238.0
5,344,3.0,847434802.0
5,34,4.0,847434881.0
5,531,4.0,847435258.0
5,357,2.0,847435238.0
5,588,4.0,847434801.0
5,232,4.0,847435292.0
5,349,3.0,847434832.0
5,300,3.0,847435337.0
5,608,3.0,847435258.0
5,318,3.0,847434880.0
5,110,4.0,847434880.0
5,265,3.0,847435129.0
5,457,4.0,847434801.0
5,592,3.0,847434747.0
6,273,3.0,845553875.0
6,531,3.0,845554296.0
6,710,3.0,845556223.0
6,288,2.0,845553283.0
6,181,3.0,845553938.0
6,50,1.0,845553381.0
6,205,3.0,845555477.0
6,647,4.0,845555151.0
6,252,4.0,845553619.0
6,358,3.0,845555265.0
6,366,3.0,845554962.0
6,302,3.0,845555436.0
6,474,4.0,845553522.0
6,552,3.0,845553875.0
6,838,4.0,845555514.0
6,163,3.0,845553907.0
6,637,4.0,845555046.0
6,208,3.0,845553253.0
6,537,3.0,845554551.0
6,350,5.0,845553489.0
6,17,4.0,845553559.0
6,66,3.0,845555151.0
6,47,4.0,845553317.0
6,361,4.0,845554376.0
6,317,4.0,845553457.0
6,475,4.0,845554099.0
6,293,3.0,845553660.0
6,410,3.0,845553354.0
6,113,3.0,845556257.0
6,225,4.0,845553381.0
6,520,3.0,845553844.0
6,374,3.0,845554296.0
6,736,5.0,845553619.0
6,89,4.0,845555124.0
6,216,4.0,845554099.0
6,543,3.0,845554099.0
6,310,3.0,845556119.0
6,45,3.0,845553907.0
6,1042,3.0,845556462.0
6,316,5.0,845553174.0
6,500,5.0,845553354.0
6,2,4.0,845553522.0
6,795,3.0,845556506.0
6,818,3.0,845555514.0
6,237,4.0,845553875.0
6,432,5.0,845553489.0
6,708,4.0,845554376.0
6,243,3.0,845555588.0
6,362,3.0,845553994.0
6,234,2.0,845554176.0
6,76,4.0,845555317.0
6,158,4.0,845553660.0
6,337,5.0,845553586.0
6,104,4.0,845554349.0
6,505,3.0,845555317.0
6,628,3.0,845555300.0
6,16,4.0,845553819.0
6,1064,4.0,845556579.0
6,455,3.0,845554062.0
6,783,5.0,845554584.0
6,46,4.0,845554551.0
6,548,3.0,845554908.0
6,6,4.0,845553757.0
6,276,4.0,845553907.0
6,61,4.0,845555454.0
6,509,3.0,845553522.0
6,353,4.0,845553726.0
6,527,3.0,845553426.0
6,700,4.0,845556147.0
6,313,3.0,845555546.0
6,159,3.0,845555006.0
6,491,4.0,845554141.0
6,304,4.0,845555546.0
6,289,3.0,845554455.0
6,999,2.0,845556412.0
6,11,4.0,845553489.0
6,174,3.0,845554479.0
6,881,3.0,845556340.0
6,161,3.0,845553253.0
6,95,4.0,845553559.0
6,21,2.0,845553382.0
6,347,3.0,845555300.0
6,88,2.0,845555694.0
6,593,4.0,845553174.0
6,277,5.0,845553844.0
6,837,3.0,845556241.0
6,493,3.0,845555172.0
6,342,3.0,845553938.0
6,36,5.0,845553726.0
6,711,4.0,845555317.0
6,256,3.0,845553726.0
6,201,3.0,845556290.0
6,542,4.0,845554524.0
6,472,3.0,845555632.0
6,485,3.0,845553794.0
6,87,3.0,845555300.0
6,830,5.0,845556222.0
6,592,3.0,845553109.0
6,595,5.0,845553174.0
6,1004,4.0,845556506.0
6,457,5.0,845553174.0
6,352,3.0,845555382.0
6,93,4.0,845554584.0
6,494,3.0,845554176.0
6,419,3.0,845554224.0
6,631,4.0,845555265.0
6,250,4.0,845555588.0
6,135,3.0,845554987.0
6,3,5.0,845554296.0
6,110,5.0,845553283.0
6,196,3.0,845553586.0
6,468,4.0,845553907.0
6,65,3.0,845555070.0
6,662,3.0,845556147.0
6,218,2.0,845553994.0
6,126,3.0,845555342.0
6,667,3.0,845555342.0
6,553,5.0,845553559.0
6,19,2.0,845553382.0
6,212,4.0,845556181.0
6,719,2.0,845555694.0
6,357,3.0,845553457.0
6,1049,5.0,845556694.0
6,303,3.0,845554099.0
6,986,4.0,845556475.0
6,575,3.0,845555070.0
6,140,3.0,845555024.0
6,112,4.0,845553994.0
6,367,4.0,845553317.0
6,416,3.0,845554962.0
6,1082,4.0,845556278.0
6,412,3.0,845554505.0
6,360,3.0,845555094.0
6,150,4.0,845553110.0
6,105,3.0,845553757.0
6,540,3.0,845554099.0
6,596,3.0,845554141.0
6,32,4.0,845553426.0
6,351,4.0,845554455.0
6,762,1.0,845555006.0
6,426,3.0,845554551.0
6,852,4.0,845555694.0
6,616,5.0,845554062.0
6,336,3.0,845556223.0
6,292,4.0,845553253.0
6,339,4.0,845553253.0
6,236,4.0,845553559.0
6,210,4.0,845556310.0
6,490,3.0,845554584.0
6,274,4.0,845555151.0
6,1084,3.0,845555454.0
6,31,3.0,845553819.0
6,415,4.0,845554420.0
6,177,3.0,845554931.0
6,251,3.0,845556257.0
6,709,5.0,845555249.0
6,240,3.0,845555571.0
7,49286,0.5,1176181731.0
7,8636,4.5,1106636511.0
7,3994,3.0,1161738301.0
7,5445,4.0,1106636707.0
7,5502,1.5,1106635745.0
7,3114,4.5,1106635500.0
7,260,5.0,1106635933.0
7,7153,4.0,1106636520.0
7,8528,4.5,1106636844.0
7,2701,1.5,1106713076.0
7,1682,3.0,1106635653.0
7,5378,0.5,1106635735.0
7,4995,4.5,1106636610.0
7,1617,3.0,1107127060.0
7,8961,4.0,1106636064.0
7,380,3.0,1106635937.0
7,2529,5.0,1106635640.0
7,4700,1.5,1109746591.0
7,48516,1.0,1169687318.0
7,30812,3.5,1113353083.0
7,5464,3.0,1106636612.0
7,34319,4.5,1122333538.0
7,37741,3.5,1162163504.0
7,5991,4.5,1106712818.0
7,466,5.0,1106635532.0
7,592,3.0,1106635922.0
7,27741,3.0,1107474020.0
7,33794,2.0,1121041002.0
7,150,4.5,1106635925.0
7,750,4.0,1106636810.0
7,1923,1.5,1106635444.0
7,4874,3.0,1106635738.0
7,33493,1.0,1121041079.0
7,356,5.0,1106635915.0
7,45517,4.5,1157066190.0
7,8207,4.5,1106713442.0
7,58,3.0,1106635520.0
7,4018,4.0,1106712913.0
7,3354,1.5,1106713005.0
7,8666,1.0,1106779625.0
7,2717,3.5,1106713081.0
7,8965,1.0,1106636095.0
7,2671,4.5,1113542732.0
7,8970,2.5,1106636069.0
7,3977,2.5,1106635635.0
7,49278,3.5,1174263775.0
7,5349,3.5,1106636606.0
7,3869,5.0,1106635733.0
7,6365,4.0,1106712831.0
7,2324,2.0,1106712559.0
7,3793,3.5,1106635630.0
7,6333,4.0,1106636516.0
7,2688,2.5,1106713072.0
7,5989,4.0,1106636600.0
7,1101,4.0,1106635502.0
7,3623,1.0,1106712541.0
7,48783,4.5,1162163488.0
7,32296,2.0,1118026013.0
7,1917,4.0,1106635484.0
7,45668,1.0,1159225196.0
7,50,4.5,1106635993.0
7,2858,4.0,1106712546.0
7,32587,3.5,1128486479.0
7,8373,2.0,1108602792.0
7,7445,4.0,1107473963.0
7,8957,4.0,1106636098.0
7,5952,4.5,1106636527.0
7,4896,4.0,1106636718.0
7,8972,2.5,1111552650.0
7,49824,3.0,1173051469.0
7,924,4.0,1106712615.0
7,4844,1.5,1161738352.0
7,8665,3.5,1108602755.0
7,593,5.0,1106635912.0
7,6534,0.5,1157949714.0
7,8368,2.5,1106636592.0
8,2,4.0,839463806.0
8,377,4.0,839463644.0
8,367,3.0,839463564.0
8,34,5.0,839463546.0
8,150,4.0,839463422.0
8,440,3.0,839463728.0
8,10,2.0,839463509.0
8,586,3.0,839463702.0
8,282,3.0,839463767.0
8,11,4.0,839463806.0
8,454,4.0,839463546.0
8,296,4.0,839463422.0
8,480,4.0,839463527.0
8,141,3.0,839464076.0
8,292,3.0,839463489.0
8,236,3.0,839463767.0
8,597,3.0,839463728.0
8,253,5.0,839463509.0
8,47,4.0,839463546.0
8,587,3.0,839463702.0
8,186,4.0,839463856.0
8,357,5.0,839463767.0
8,500,2.0,839463624.0
9,41,3.0,1044656650.0
9,5481,5.0,1044656836.0
9,5451,4.0,1044656836.0
9,922,4.0,1044657026.0
9,1674,4.0,1044656650.0
9,5843,3.0,1044657269.0
9,187,3.0,1044657119.0
9,5956,4.0,1044656962.0
9,3735,3.0,1044657051.0
9,223,4.0,1044656650.0
9,5872,3.0,1044656962.0
9,4558,1.0,1044656650.0
9,5891,1.0,1044657318.0
9,1270,5.0,1044657088.0
9,4131,1.0,1044657221.0
9,2901,2.0,1044656716.0
9,6044,2.0,1044657285.0
9,3328,3.0,1044656650.0
9,1037,2.0,1044656650.0
9,5965,4.0,1044657185.0
9,2012,4.0,1044657237.0
9,5447,4.0,1044656836.0
9,5902,5.0,1044656934.0
10,66203,3.5,1455357596.0
10,70293,0.5,1455398141.0
10,8961,2.5,1455302401.0
10,7151,3.0,1455302670.0
10,7149,4.0,1455399533.0
10,79091,5.0,1455306124.0
10,1247,3.0,1455303518.0
10,8529,3.5,1455398107.0
10,58047,3.5,1455302791.0
10,70183,3.0,1455357636.0
10,96079,5.0,1455302172.0
10,104374,4.0,1455357653.0
10,1307,3.0,1455357613.0
10,2762,0.5,1455356388.0
10,113275,4.5,1455357698.0
10,597,3.5,1455357645.0
10,3882,3.0,1455398344.0
10,7169,4.5,1455303046.0
10,59333,2.5,1455357564.0
10,95449,4.0,1455356885.0
10,1088,3.0,1455619275.0
10,77841,2.0,1455302684.0
10,106489,3.5,1455357076.0
10,109374,0.5,1455302315.0
10,31685,4.5,1455357602.0
10,8969,3.5,1455302697.0
10,80549,3.5,1455399347.0
10,8665,3.5,1455356327.0
10,107141,2.0,1455399188.0
10,47099,3.0,1455401876.0
10,136020,5.0,1455302192.0
10,64969,0.5,1455357607.0
10,95510,3.0,1455398127.0
10,72737,3.5,1455398131.0
10,7451,3.5,1455399289.0
10,40629,3.0,1455356796.0
10,72720,3.5,1455301822.0
10,8869,5.0,1455303064.0
10,72330,3.5,1455399573.0
10,98203,3.0,1455356994.0
10,105211,2.5,1455399232.0
10,33794,5.0,1455302031.0
10,60950,2.0,1455301965.0
10,6535,4.0,1455398379.0
10,113394,4.0,1455398275.0
10,40819,4.0,1455301745.0
10,49286,5.0,1455357502.0
10,103339,4.0,1455356177.0
10,7154,4.0,1455399087.0
10,6155,3.0,1455357557.0
10,88163,4.0,1455357504.0
10,109487,0.5,1455398092.0
10,356,3.5,1455301685.0
10,30749,3.5,1455398096.0
10,4993,4.0,1455356385.0
10,588,4.0,1455306173.0
10,5066,3.0,1455399329.0
10,82499,2.0,1455398390.0
10,81784,2.5,1455357716.0
10,95543,3.5,1455399376.0
10,72011,2.5,1455301741.0
10,60397,3.0,1455302689.0
10,103335,4.0,1455398111.0
10,140110,5.0,1455356776.0
10,4447,4.5,1455398321.0
10,58559,4.5,1455302113.0
10,87222,3.5,1455306257.0
10,2858,1.0,1455356578.0
10,72998,2.5,1455356351.0
10,82167,3.5,1455357720.0
11,368,3.0,904510567.0
11,589,4.0,902154266.0
11,529,5.0,902155043.0
11,493,3.0,902154805.0
11,1586,4.0,902154487.0
11,292,4.0,902154383.0
11,780,4.0,902154487.0
11,1882,2.0,901200143.0
11,1584,5.0,902155136.0
11,1370,3.0,902154383.0
11,648,4.0,902154514.0
11,1552,4.0,902154458.0
11,1604,4.0,902154647.0
11,10,3.0,902154316.0
11,466,3.0,902154805.0
11,36,4.0,902155135.0
11,2027,3.0,904510428.0
11,1391,1.0,902154685.0
11,1210,4.0,902154266.0
11,480,4.0,902154383.0
11,1704,4.0,902155102.0
11,208,3.0,902154706.0
11,474,4.0,902154431.0
11,380,4.0,902154431.0
11,2028,5.0,902153951.0
11,457,5.0,902154316.0
11,153,3.0,902154593.0
11,1518,4.0,902154431.0
11,356,5.0,901200263.0
11,593,5.0,902155102.0
11,1687,3.0,902154647.0
11,1385,3.0,902154542.0
12,168,5.0,1247264411.0
12,222,5.0,1247263465.0
12,4018,4.5,1247264420.0
12,256,5.0,1247263375.0
12,2581,5.0,1247263444.0
12,5620,4.0,1247264417.0
12,2694,4.0,1247263398.0
12,2421,3.0,1247263495.0
12,63992,5.0,1247264457.0
12,2572,5.0,1247263689.0
12,543,3.5,1247263318.0
12,920,4.5,1247264114.0
12,1721,5.0,1247264463.0
12,6942,5.0,1247264138.0
12,2485,5.0,1247264406.0
12,357,3.5,1247264106.0
13,305,1.0,987456968.0
13,597,3.0,987456968.0
13,3897,4.0,987895582.0
13,1173,3.0,987457052.0
13,3798,4.0,987895720.0
13,3952,3.0,987895651.0
13,3717,3.0,987895952.0
13,4148,4.0,987895720.0
13,3793,4.0,987895902.0
13,1639,4.0,987456818.0
13,2174,3.0,987456818.0
13,3409,2.0,987895720.0
13,3996,5.0,987895902.0
13,3753,4.0,987895902.0
13,1619,3.0,987895819.0
14,4,3.0,835441653.0
14,477,4.0,835441578.0
14,455,3.0,835441812.0
14,39,3.0,835441186.0
14,153,2.0,835441012.0
14,508,3.0,835441558.0
14,7,3.0,835441989.0
14,592,2.0,835440976.0
14,344,2.0,835441012.0
14,19,1.0,835441168.0
14,524,3.0,835442007.0
14,509,5.0,835441347.0
14,356,4.0,835441239.0
14,553,4.0,835441239.0
14,150,4.0,835440977.0
14,351,3.0,835441686.0
14,318,3.0,835441042.0
14,784,1.0,835442447.0
14,339,4.0,835441066.0
14,95,5.0,835441295.0
14,586,3.0,835441451.0
14,266,5.0,835441168.0
14,434,4.0,835441066.0
14,539,4.0,835441415.0
15,120466,2.5,1510573154.0
15,293,3.0,1510571962.0
15,2858,4.0,1510571751.0
15,5989,5.0,1510571938.0
15,8644,3.5,1510572823.0
15,103249,3.5,1510573234.0
15,111759,4.5,1510572026.0
15,296,4.0,1510571877.0
15,527,5.0,1510571982.0
15,71264,2.5,1510578103.0
15,158,1.0,1299424840.0
15,780,3.5,1510572881.0
15,2150,5.0,1299425040.0
15,6502,3.5,1510571682.0
15,158872,3.5,1510578028.0
15,260,5.0,1510571946.0
15,89745,2.0,1510572842.0
15,112852,1.5,1510571973.0
15,101864,4.0,1510572902.0
15,3753,3.0,1510571680.0
15,3535,3.5,1510572486.0
15,72998,3.0,1510572052.0
15,3147,5.0,1510571797.0
15,166528,5.0,1510572789.0
15,4370,4.0,1510573239.0
15,160980,3.5,1510572512.0
15,33493,5.0,1510572900.0
15,109374,2.0,1510572056.0
15,68954,3.5,1510577953.0
15,2571,4.0,1510571744.0
15,4022,3.5,1510572048.0
15,68237,3.0,1510572824.0
15,3499,4.0,1510572526.0
15,63859,3.0,1510578158.0
15,134853,4.5,1510572481.0
15,4018,4.0,1299425113.0
15,7438,3.0,1510572163.0
15,2001,5.0,1299424826.0
15,152077,5.0,1510572535.0
15,4226,1.5,1510571774.0
15,4886,3.5,1510577956.0
15,110102,1.5,1510573153.0
15,2085,1.5,1510578050.0
15,1527,3.0,1510572660.0
15,99114,1.0,1510571958.0
15,122886,5.0,1510572679.0
15,44,1.0,1299424916.0
15,3578,5.0,1510571768.0
15,1198,4.0,1510571989.0
15,47,3.5,1510571970.0
15,1210,5.0,1510572653.0
15,91529,2.0,1510571987.0
15,84954,4.5,1510573398.0
15,112556,4.5,1510572466.0
15,60069,3.5,1510577951.0
15,122922,2.0,1510572670.0
15,7254,3.5,1510572802.0
15,59315,2.0,1510572096.0
15,48780,4.5,1510572075.0
15,122882,2.0,1510572126.0
15,166635,3.5,1510572516.0
15,1196,5.0,1510572645.0
15,6377,3.0,1510577979.0
15,97938,4.0,1510572473.0
15,588,3.0,1510577985.0
15,69757,4.0,1299425345.0
15,91500,3.0,1510573214.0
16,1136,4.0,1377476972.0
16,204,2.0,1377476617.0
16,849,4.0,1377476589.0
16,1213,3.5,1377476956.0
16,319,4.0,1377476675.0
16,4011,3.0,1377477891.0
16,296,3.0,1377477302.0
16,4878,3.5,1377477936.0
16,1207,4.0,1377476891.0
16,6350,3.5,1377477637.0
16,2109,3.5,1377476690.0
16,91529,4.5,1377477940.0
16,1704,3.5,1377477954.0
16,1230,4.0,1377477576.0
16,1281,3.0,1377477580.0
16,2959,3.5,1377476874.0
16,1260,4.0,1377476887.0
16,3000,4.0,1377477521.0
16,2641,3.0,1377476582.0
16,78499,4.5,1377477830.0
16,4226,4.5,1377476925.0
16,1222,4.5,1377477957.0
16,2427,1.5,1377476573.0
16,1267,4.0,1377477387.0
16,5971,4.0,1377477298.0
16,2329,3.5,1377477278.0
16,1198,3.5,1377476852.0
16,79132,3.0,1377476916.0
16,2490,3.0,1377476611.0
16,2723,3.5,1377476594.0
16,48394,4.0,1377477809.0
16,1208,4.0,1377477450.0
16,1193,4.0,1377476813.0
16,50,4.0,1377476781.0
16,1617,3.5,1377477542.0
16,913,4.0,1377477016.0
16,111,4.5,1377477446.0
16,1089,4.0,1377477608.0
16,7153,3.5,1377477293.0
16,27611,4.0,1377477684.0
16,3949,4.0,1377477886.0
16,7099,3.5,1377477464.0
16,5782,4.0,1377477435.0
16,912,3.5,1377476810.0
16,2571,3.5,1377476921.0
16,3429,3.5,1377477379.0
16,678,4.0,1377477470.0
16,58559,4.5,1377476817.0
16,1299,4.0,1377477583.0
17,1270,4.5,1305696846.0
17,527,4.5,1305696664.0
17,910,3.5,1305696226.0
17,50,4.5,1305697013.0
17,592,4.5,1305696480.0
17,1210,5.0,1305696490.0
17,293,3.5,1307262308.0
17,5952,5.0,1305696823.0
17,150,3.5,1305696497.0
17,2959,4.5,1305696867.0
17,1206,5.0,1322628945.0
17,33794,4.0,1305696851.0
17,6016,4.5,1322628668.0
17,1466,3.0,1322629229.0
17,1291,4.0,1305696691.0
17,3263,4.0,1305696358.0
17,1258,4.0,1322628838.0
17,78499,4.0,1305696624.0
17,2329,4.5,1305696670.0
17,79132,4.5,1305696716.0
17,68157,4.0,1305696894.0
17,1222,4.5,1305696870.0
17,2019,3.5,1307262285.0
17,1263,4.0,1305696254.0
17,31658,4.5,1322629178.0
17,2005,4.0,1305696258.0
17,3949,4.5,1322629083.0
17,1196,5.0,1305696635.0
17,68358,4.5,1322629267.0
17,2028,4.5,1305696726.0
17,2571,5.0,1305696756.0
17,7482,4.0,1305696864.0
17,1209,3.5,1307262267.0
17,1093,4.0,1305696318.0
17,48516,4.0,1305696748.0
17,44,3.5,1305696245.0
17,1375,3.5,1305696232.0
17,858,5.0,1305696683.0
17,47,4.0,1307262715.0
17,904,4.0,1307262274.0
17,7153,4.5,1305696820.0
17,60069,3.5,1305696839.0
17,3702,3.5,1305696292.0
17,7099,5.0,1322628786.0
17,5971,4.0,1326943200.0
17,780,4.0,1305696486.0
17,2194,4.0,1305696788.0
17,3435,3.5,1307262260.0
17,541,3.5,1322628857.0
17,48394,4.5,1322629142.0
17,1358,3.0,1322629202.0
17,80463,4.0,1305696734.0
18,134130,4.5,1456693665.0
18,37741,4.0,1455050937.0
18,37386,1.5,1455050989.0
18,4643,3.0,1456395471.0
18,38038,4.0,1455049942.0
18,95441,2.5,1456750781.0
18,2115,4.0,1455748562.0
18,79702,4.0,1455051182.0
18,2184,3.0,1512850460.0
18,45517,3.5,1455232017.0
18,73268,3.5,1478632335.0
18,1653,3.5,1455748777.0
18,71156,3.0,1455749513.0
18,1223,4.5,1455050616.0
18,2019,4.0,1455050114.0
18,6709,3.0,1456919632.0
18,8984,3.0,1455049865.0
18,1227,4.5,1485097725.0
18,64197,4.5,1500585017.0
18,1625,3.5,1476823531.0
18,3702,3.5,1457382557.0
18,4896,3.5,1456923934.0
18,6934,3.0,1455750324.0
18,112183,3.5,1466968168.0
18,38061,4.0,1458593231.0
18,64614,3.5,1455059693.0
18,44022,3.5,1455749359.0
18,81788,4.5,1463695521.0
18,49651,3.5,1457444465.0
18,1682,3.0,1455231395.0
18,88129,3.0,1455051194.0
18,5944,2.5,1455231780.0
18,96488,4.0,1515532582.0
18,5669,3.5,1456919349.0
18,1732,4.5,1456958438.0
18,96655,4.0,1499621886.0
18,34150,3.5,1455049954.0
18,54286,4.0,1455050518.0
18,73323,4.5,1456770625.0
18,114060,3.5,1477511813.0
18,66934,4.0,1456924733.0
18,86332,3.5,1455051197.0
